1;185.8;27.5;
2;16.3;42.8;
3;161.3;157.6;
4;410.0;39.4;
5;80.2;1.4;
6;168.2;109.2;
7;334.3;100.5;
8;237.8;223.3;
9;247.5;27.5;
10;186.9;101.1;
11;314.9;28.8;
12;86.8;130.9;
13;89.2;113.6;
14;11.9;107.4;
15;143.7;119.7;
16;22.1;68.6;
17;24.0;63.7;
18;31.6;51.9;
19;79.5;38.0;
20;25.0;17.0;
21;249.1;54.6;
22;129.6;57.1;
23;96.4;62.9;
24;192.5;92.2;
25;336.9;171.0;
26;206.0;342.1;
27;26.2;93.9;
28;47.8;32.0;
29;4.4;303.6;
30;438.0;117.6;
31;111.3;42.3;
32;18.0;12.3;
33;235.6;76.1;
34;50.9;21.8;
35;50.2;403.8;
36;248.7;175.4;
37;149.1;171.3;
38;206.1;306.5;
39;21.0;4.9;
40;1.2;169.2;
41;156.9;31.0;
42;218.8;39.8;
43;86.5;164.9;
44;116.6;170.8;
45;127.7;370.7;
46;144.6;292.0;
47;30.4;22.8;
48;387.2;80.7;
49;237.5;63.2;
50;238.7;20.7;
51;257.4;188.5;
52;37.6;11.1;
53;3.3;278.3;
54;61.5;30.6;
55;124.1;63.7;
56;44.0;184.8;
57;132.7;12.6;
58;238.6;214.6;
59;195.3;15.6;
60;89.8;37.7;
61;135.6;107.6;
62;197.7;264.7;
63;45.4;204.7;
64;150.0;154.7;
65;360.0;7.7;
66;270.5;20.1;
67;67.8;35.6;
68;63.0;13.2;
69;304.8;67.0;
70;97.5;87.8;
71;58.5;425.2;
72;44.6;107.8;
73;95.5;49.0;
74;218.6;11.8;
75;345.1;70.2;
76;162.0;40.6;
77;299.6;232.0;
78;132.1;126.4;
79;74.3;102.3;
80;74.2;133.8;
81;159.6;38.2;
82;59.0;47.9;
83;306.7;23.8;
84;260.1;20.2;
85;144.5;2.0;
86;269.4;60.6;
87;16.8;103.7;
88;80.9;131.4;
89;183.0;285.8;
90;146.8;299.9;
91;73.0;394.3;
92;55.5;168.1;
93;152.8;1.2;
94;183.3;190.4;
95;258.4;160.3;
96;17.2;96.4;
97;205.0;267.9;
98;292.7;254.4;
99;114.9;93.3;
100;17.9;218.7;
