1;167.2;147.9;
2;92.6;65.0;
3;28.5;13.3;
4;19.9;22.6;
5;60.6;120.1;
6;19.0;17.7;
7;96.6;68.1;
8;159.3;214.5;
9;16.0;22.4;
10;218.6;8.6;
11;36.1;65.1;
12;1.8;69.4;
13;329.2;6.2;
14;178.0;139.4;
15;129.2;46.6;
16;175.6;8.0;
17;169.3;54.1;
18;101.7;11.6;
19;254.2;257.9;
20;48.5;267.3;
21;8.5;17.8;
22;183.9;236.0;
23;2.1;34.6;
24;7.5;40.0;
25;61.3;107.7;
26;76.7;132.8;
27;433.1;33.1;
28;176.6;128.8;
29;350.9;199.4;
30;36.9;22.0;
31;126.9;8.6;
32;179.3;220.2;
33;84.8;54.2;
34;367.3;10.6;
35;68.0;4.2;
36;226.9;116.1;
37;30.5;179.9;
38;98.5;111.6;
39;105.2;128.0;
40;218.8;320.0;
41;223.4;126.2;
42;110.8;106.6;
43;127.2;187.5;
44;91.5;140.2;
45;56.5;296.2;
46;54.8;143.6;
47;173.3;29.9;
48;335.9;46.3;
49;39.8;253.8;
50;146.2;87.2;
51;82.0;182.6;
52;153.3;251.6;
53;156.0;22.8;
54;138.7;240.9;
55;205.6;114.9;
56;34.0;105.1;
57;89.1;409.7;
58;157.3;29.6;
59;379.6;89.1;
60;159.4;24.2;
61;71.9;167.2;
62;315.5;0.2;
63;255.3;278.4;
64;3.4;203.0;
65;57.8;32.5;
66;113.0;99.0;
67;43.2;9.6;
68;230.3;255.2;
69;20.2;374.3;
70;9.9;47.2;
71;6.1;256.0;
72;9.5;84.8;
73;6.2;252.7;
74;59.1;164.3;
75;65.9;178.5;
76;264.8;30.5;
77;106.3;9.3;
78;55.9;199.3;
79;177.1;20.4;
80;18.1;3.0;
81;305.2;88.5;
82;34.0;357.3;
83;281.5;337.7;
84;61.4;189.6;
85;19.3;141.7;
86;290.7;109.1;
87;86.8;169.8;
88;29.7;137.7;
89;132.5;60.0;
90;159.2;140.7;
91;204.2;24.3;
92;161.4;28.4;
93;97.1;54.4;
94;136.9;7.6;
95;13.3;262.4;
96;130.0;63.6;
97;22.5;338.0;
98;18.0;33.6;
99;252.4;66.1;
100;72.4;24.8;
