1;96.2;159.6;
2;313.8;68.9;
3;276.2;71.5;
4;14.8;48.6;
5;184.4;316.1;
6;215.5;159.1;
7;34.6;25.0;
8;10.8;27.9;
9;47.7;9.1;
10;207.3;5.1;
11;181.8;16.1;
12;18.1;209.4;
13;99.8;250.0;
14;24.2;320.4;
15;174.2;7.3;
16;152.3;4.0;
17;314.6;90.6;
18;111.0;38.9;
19;109.3;78.2;
20;197.5;3.2;
21;136.0;195.9;
22;251.7;90.0;
23;49.8;215.8;
24;281.0;301.1;
25;57.4;3.1;
26;30.6;121.9;
27;3.9;33.2;
28;313.4;18.4;
29;72.5;116.4;
30;51.3;58.8;
31;123.6;284.0;
32;254.2;8.7;
33;376.6;139.3;
34;69.0;0.2;
35;299.0;26.9;
36;451.0;95.3;
37;21.0;133.5;
38;65.2;17.9;
39;5.1;32.9;
40;155.2;9.9;
41;11.4;19.4;
42;236.5;132.7;
43;2.9;35.0;
44;79.4;180.5;
45;103.7;302.6;
46;8.2;4.8;
47;112.6;59.5;
48;135.7;36.5;
49;56.9;37.5;
50;43.3;4.2;
51;68.9;3.5;
52;114.2;127.0;
53;97.0;34.9;
54;159.5;285.5;
55;201.2;99.0;
56;17.9;35.0;
57;116.8;365.6;
58;86.5;16.1;
59;152.3;3.2;
60;58.4;1.4;
61;47.4;96.1;
62;87.7;182.5;
63;240.7;191.4;
64;4.7;104.7;
65;41.1;81.8;
66;21.8;104.1;
67;34.1;4.0;
68;96.8;276.3;
69;183.8;33.1;
70;127.0;98.9;
71;41.9;32.4;
72;132.0;70.9;
73;179.3;87.3;
74;121.2;274.0;
75;1.6;81.4;
76;168.6;32.0;
77;356.7;47.8;
78;351.6;174.7;
79;54.2;10.0;
80;15.9;49.6;
81;321.4;355.1;
82;134.9;92.5;
83;13.7;201.0;
84;21.5;239.8;
85;419.3;314.5;
86;76.4;264.0;
87;204.1;299.3;
88;17.1;239.5;
89;84.6;11.7;
90;81.8;151.0;
91;105.8;286.8;
92;158.4;292.4;
93;10.5;188.2;
94;2.5;112.7;
95;4.7;153.6;
96;172.1;108.7;
97;19.8;67.0;
98;9.0;169.6;
99;383.0;8.4;
100;127.3;222.7;
