1;351.7;516.2;
2;940.6;248.4;
3;18.8;40.5;
4;61.7;913.8;
5;898.3;1.8;
6;155.0;378.7;
7;128.4;209.5;
8;348.3;57.3;
9;275.6;87.9;
10;436.1;1119.7;
11;189.1;346.8;
12;784.5;581.3;
13;670.0;97.6;
14;51.8;141.2;
15;658.1;174.7;
16;489.4;655.9;
17;35.7;488.9;
18;362.1;175.7;
19;52.6;160.3;
20;281.4;959.1;
21;68.1;622.7;
22;969.6;625.4;
23;562.8;286.5;
24;865.4;340.9;
25;110.0;87.5;
26;325.5;302.5;
27;133.8;548.2;
28;757.1;338.0;
29;408.7;915.5;
30;133.7;68.0;
31;948.8;192.1;
32;42.3;182.5;
33;953.3;39.3;
34;426.2;9.6;
35;1143.3;315.6;
36;53.5;89.2;
37;369.2;76.3;
38;354.4;348.9;
39;569.3;637.2;
40;528.2;344.8;
41;371.5;111.6;
42;1131.1;426.2;
43;75.3;1213.8;
44;235.3;64.0;
45;447.2;881.1;
46;1206.5;124.2;
47;12.8;12.2;
48;362.6;537.1;
49;288.7;726.0;
50;15.9;912.4;
51;43.1;376.5;
52;1242.1;9.2;
53;225.2;104.1;
54;15.4;83.1;
55;70.3;217.8;
56;198.5;173.9;
57;189.7;50.7;
58;300.8;1286.5;
59;1078.1;310.6;
60;1029.8;721.8;
61;355.9;222.0;
62;352.1;1260.3;
63;1027.3;636.7;
64;794.2;26.9;
65;81.8;161.7;
66;156.7;74.4;
67;21.7;995.0;
68;162.1;252.7;
69;186.6;448.0;
70;576.8;475.7;
71;1144.8;208.4;
72;780.1;738.0;
73;220.4;896.3;
74;664.7;934.1;
75;1.8;230.0;
76;131.4;43.5;
77;40.7;107.3;
78;1139.8;391.6;
79;28.2;107.2;
80;83.6;391.2;
81;692.0;194.9;
82;733.5;598.9;
83;291.1;42.7;
84;756.8;739.6;
85;97.3;1202.6;
86;114.9;565.3;
87;148.4;90.3;
88;156.1;873.2;
89;919.8;711.9;
90;476.1;367.2;
91;517.3;605.4;
92;718.5;569.8;
93;142.8;1286.7;
94;320.4;266.9;
95;162.4;16.0;
96;30.0;918.8;
97;257.3;38.4;
98;25.6;9.0;
99;868.7;35.1;
100;137.1;667.3;
