1;889.2;356.1;
2;22.2;156.4;
3;218.0;788.5;
4;470.4;444.2;
5;61.1;881.2;
6;152.8;337.0;
7;563.4;817.5;
8;14.9;174.5;
9;476.5;330.4;
10;201.6;14.9;
11;431.8;685.5;
12;521.8;877.2;
13;189.2;68.5;
14;779.7;137.2;
15;679.6;10.8;
16;5.2;668.2;
17;235.7;471.9;
18;388.9;330.4;
19;272.5;59.2;
20;297.5;520.6;
21;132.5;497.5;
22;979.1;217.7;
23;299.6;491.6;
24;859.3;6.9;
25;86.3;279.5;
26;635.6;5.5;
27;924.3;70.2;
28;33.1;224.3;
29;167.6;88.6;
30;553.1;160.3;
31;57.0;201.9;
32;295.7;153.7;
33;13.8;559.0;
34;445.5;984.5;
35;144.6;14.4;
36;1108.2;219.8;
37;878.2;380.3;
38;400.7;169.7;
39;354.8;369.7;
40;316.2;933.3;
41;60.1;157.1;
42;337.8;1104.1;
43;605.3;171.4;
44;261.1;322.8;
45;20.3;891.6;
46;137.1;894.9;
47;101.3;149.0;
48;389.2;1172.0;
49;344.8;81.5;
50;29.9;47.9;
51;31.8;308.6;
52;667.4;356.8;
53;248.0;192.3;
54;113.3;89.1;
55;3.8;166.2;
56;1039.6;41.9;
57;284.0;150.1;
58;26.4;725.5;
59;36.3;490.9;
60;601.8;121.8;
61;332.7;102.9;
62;453.8;209.2;
63;148.7;121.0;
64;383.8;41.8;
65;394.6;107.5;
66;1.7;266.6;
67;82.6;1020.9;
68;3.0;36.0;
69;56.1;39.2;
70;90.0;67.5;
71;48.7;609.4;
72;48.6;70.3;
73;209.5;1257.1;
74;77.7;331.1;
75;42.5;81.8;
76;39.6;709.0;
77;527.8;684.0;
78;221.4;624.5;
79;807.3;361.0;
80;942.0;170.2;
81;1138.2;263.1;
82;12.9;101.9;
83;103.4;51.6;
84;265.9;38.9;
85;538.1;5.3;
86;660.3;213.4;
87;191.6;939.1;
88;292.4;491.0;
89;889.0;390.9;
90;959.7;138.9;
91;204.6;108.2;
92;22.7;525.4;
93;84.0;1095.6;
94;323.2;44.9;
95;241.7;86.8;
96;420.5;574.9;
97;168.0;205.0;
98;103.6;1056.0;
99;98.8;371.3;
100;556.1;1302.6;
